         178517894 function calls (177366111 primitive calls) in 57.099 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4158    0.010    0.000    0.284    0.000 rolling.py:366(_wrap_result)
    36106    0.010    0.000    0.010    0.000 base.py:544(_reset_identity)
    14256    0.010    0.000    0.033    0.000 concat.py:128(is_nonempty)
     8621    0.010    0.000    0.010    0.000 {built-in method numpy.arange}
   143276    0.010    0.000    0.010    0.000 {method '__exit__' of '_thread.lock' objects}
    13673    0.010    0.000    0.023    0.000 generic.py:5211(f)
     3734    0.010    0.000    0.018    0.000 cast.py:1570(construct_1d_object_array_from_listlike)
    47192    0.009    0.000    0.009    0.000 generic.py:232(attrs)
     5994    0.009    0.000    0.139    0.000 managers.py:777(copy)
    59840    0.009    0.000    0.009    0.000 {method 'insert' of 'list' objects}
     8693    0.009    0.000    0.045    0.000 managers.py:212(shape)
     7136    0.009    0.000    0.020    0.000 blocks.py:1925(_can_hold_element)
    52362    0.009    0.000    0.042    0.000 cast.py:1472(<genexpr>)
    39216    0.009    0.000    0.011    0.000 base.py:4985(_validate_indexer)
     7144    0.009    0.000    0.015    0.000 printing.py:69(<listcomp>)
    33245    0.009    0.000    0.014    0.000 common.py:595(condition)
    26787    0.009    0.000    0.016    0.000 datetimes.py:2178(_validate_dt64_dtype)
    31892    0.009    0.000    0.012    0.000 common.py:329(apply_if_callable)
   128555    0.009    0.000    0.009    0.000 {method 'replace' of 'str' objects}
     3024    0.009    0.000    0.952    0.000 frame.py:3109(_set_item)
     2970    0.009    0.000    0.020    0.000 {method 'add' of 'pandas._libs.internals.BlockPlacement' objects}
     3566    0.009    0.000    0.027    0.000 datetimes.py:214(__init__)
    35662    0.009    0.000    0.015    0.000 format.py:1745(just)
     1917    0.009    0.000    0.253    0.000 generic.py:3369(xs)
    10696    0.008    0.000    0.018    0.000 base.py:3115(_validate_positional_slice)
     3627    0.008    0.000    0.012    0.000 shape_base.py:82(atleast_2d)
      594    0.008    0.000    2.638    0.004 rsi.py:7(rsi)
     3564    0.008    0.000    0.528    0.000 base.py:4133(append)
    20374    0.008    0.000    0.011    0.000 base.py:520(is_)
    14337    0.008    0.000    0.034    0.000 __init__.py:88(get_op_result_name)
     3564    0.008    0.000    1.804    0.001 format.py:231(__init__)
    60393    0.008    0.000    0.008    0.000 base.py:1175(name)
     3024    0.008    0.000    0.244    0.000 indexing.py:2126(convert_to_index_sliceable)
    39248    0.008    0.000    0.015    0.000 format.py:1736(<genexpr>)
     3024    0.008    0.000    0.047    0.000 frame.py:3702(_sanitize_column)
    48137    0.008    0.000    0.008    0.000 {method 'rpartition' of 'str' objects}
     7128    0.008    0.000    0.021    0.000 concat.py:403(_wrap_datetimelike)
     1842    0.008    0.000    0.008    0.000 {built-in method _operator.truediv}
     4158    0.008    0.000    0.009    0.000 managers.py:743(<listcomp>)
    35089    0.008    0.000    0.008    0.000 _ufunc_config.py:429(__init__)
    72308    0.008    0.000    0.008    0.000 {method 'pop' of 'dict' objects}
     4160    0.008    0.000    0.008    0.000 {pandas._libs.lib.maybe_indices_to_slice}
    48925    0.008    0.000    0.008    0.000 {built-in method pandas._libs.missing.checknull}
    27539    0.008    0.000    0.046    0.000 inference.py:185(is_array_like)
     3564    0.008    0.000    0.515    0.000 base.py:4161(_concat)
     1782    0.008    0.000    0.582    0.000 rma.py:5(rma)
     3024    0.008    0.000    1.205    0.000 frame.py:3028(__setitem__)
     6871    0.008    0.000    0.012    0.000 base.py:463(_simple_new)
     7139    0.007    0.000    0.063    0.000 format.py:442(_get_adjustment)
     3568    0.007    0.000    0.081    0.000 format.py:399(adjoin)
     6048    0.007    0.000    0.041    0.000 function_base.py:4616(append)
     1782    0.007    0.000    0.007    0.000 roperator.py:16(rmul)
    15142    0.007    0.000    0.023    0.000 expressions.py:195(_bool_arith_check)
    31062    0.007    0.000    0.020    0.000 _asarray.py:86(asanyarray)
     1189    0.007    0.000    0.113    0.000 generic.py:9656(abs)
     4158    0.007    0.000    0.593    0.000 generic.py:5381(_to_dict_of_blocks)
     1188    0.007    0.000    0.069    0.000 indexing.py:1523(_setitem_with_indexer)
     6542    0.007    0.000    0.010    0.000 cast.py:1731(validate_numeric_casting)
     5112    0.007    0.000    0.008    0.000 warnings.py:458(__enter__)
     5476    0.007    0.000    0.025    0.000 numeric.py:268(full)
    47600    0.007    0.000    0.007    0.000 parallel.py:875(print_progress)
     3564    0.007    0.000    1.108    0.000 concat.py:70(concat)
     3024    0.007    0.000    0.261    0.000 base.py:3980(_coerce_scalar_to_index)
     4158    0.007    0.000    0.027    0.000 generic.py:3949(_update_inplace)
    15142    0.007    0.000    0.016    0.000 expressions.py:186(_has_bool_dtype)
     2397    0.007    0.000    0.024    0.000 algorithms.py:1487(_get_take_nd_function)
     4158    0.007    0.000    0.048    0.000 generic.py:5388(<dictcomp>)
     1796    0.007    0.000    0.138    0.000 series.py:4223(_reduce)
     7723    0.007    0.000    0.022    0.000 generic.py:328(_construct_axes_dict)
     9103    0.007    0.000    0.062    0.000 __init__.py:307(_align_method_SERIES)
     8911    0.007    0.000    0.044    0.000 base.py:4120(_can_hold_identifiers_and_holds_name)
     9298    0.007    0.000    0.011    0.000 base.py:4083(__getitem__)
        7    0.007    0.001    0.007    0.001 parsers.py:1983(__init__)
     3024    0.007    0.000    0.044    0.000 _parser.py:205(split)
     3184    0.007    0.000    0.007    0.000 {built-in method _operator.mul}
     5212    0.007    0.000    0.052    0.000 base.py:2851(get_loc)
    13928    0.007    0.000    0.049    0.000 managers.py:306(__len__)
     7664    0.007    0.000    0.014    0.000 __init__.py:111(_maybe_match_name)
      254    0.007    0.000    0.007    0.000 {built-in method io.open}
      953    0.007    0.000    0.011    0.000 managers.py:1886(<listcomp>)
     3564    0.007    0.000    0.478    0.000 datetimelike.py:340(format)
    14302    0.006    0.000    0.032    0.000 printing.py:64(justify)
     7180    0.006    0.000    0.011    0.000 os.py:670(__getitem__)
     8917    0.006    0.000    0.028    0.000 base.py:1841(is_object)
     3574    0.006    0.000    0.709    0.000 format.py:1209(get_result)
     4162    0.006    0.000    0.108    0.000 blocks.py:367(fillna)
    58400    0.006    0.000    0.006    0.000 series.py:381(_constructor)
    21384    0.006    0.000    0.025    0.000 concat.py:148(<genexpr>)
     1782    0.006    0.000    0.188    0.000 series.py:2388(diff)
     3564    0.006    0.000    0.438    0.000 managers.py:536(putmask)
     1249    0.006    0.000    0.050    0.000 transforms.py:10(shift)
     3295    0.006    0.000    0.006    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
    43533    0.006    0.000    0.006    0.000 blocks.py:201(internal_values)
        9    0.006    0.001   51.770    5.752 RandomForest.py:126(make_predictions)
     3588    0.006    0.000    0.146    0.000 base.py:5840(_maybe_asobject)
      594    0.006    0.000    0.189    0.000 construction.py:571(_list_of_series_to_arrays)
     1664    0.006    0.000    0.006    0.000 {built-in method _operator.gt}
     9082    0.006    0.000    0.009    0.000 locale.py:384(normalize)
    13673    0.006    0.000    0.042    0.000 generic.py:5208(_consolidate_inplace)
     4165    0.006    0.000    0.007    0.000 _validators.py:313(validate_fillna_kwargs)
     2376    0.006    0.000    0.012    0.000 base.py:3124(_convert_slice_indexer)
     3571    0.006    0.000    0.200    0.000 series.py:4403(reindex)
      594    0.006    0.000   28.813    0.049 natr.py:6(natr)
     1842    0.006    0.000    0.006    0.000 {built-in method _operator.sub}
     3579    0.006    0.000    0.147    0.000 indexing.py:2151(check_bool_indexer)
     7128    0.006    0.000    0.030    0.000 generic.py:5216(_consolidate)
     4158    0.006    0.000    0.487    0.000 managers.py:924(<dictcomp>)
     3721    0.006    0.000    0.035    0.000 base.py:5726(_maybe_cast_data_without_dtype)
    13882    0.006    0.000    0.006    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     3586    0.006    0.000    0.021    0.000 format.py:1751(<listcomp>)
    10710    0.006    0.000    0.889    0.000 indexing.py:1474(_getitem_axis)
    19121    0.006    0.000    0.010    0.000 generic.py:447(_info_axis)
        1    0.006    0.006    0.010    0.010 utils.py:106(compute_positions)
    10450    0.006    0.000    0.015    0.000 common.py:750(is_signed_integer_dtype)
    25000    0.006    0.000    0.006    0.000 {built-in method numpy.core.multiarray.scalar}
     4634    0.006    0.000    0.037    0.000 common.py:1064(is_numeric_v_string_like)
    46442    0.006    0.000    0.006    0.000 datetimes.py:2220(validate_tz_from_dtype)
    11448    0.006    0.000    0.043    0.000 {method 'any' of 'numpy.ndarray' objects}
     2970    0.006    0.000    0.023    0.000 generic.py:10573(ewm)
      104    0.006    0.000    0.006    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
      476    0.006    0.000    3.827    0.008 _forest.py:649(predict_proba)
    78436    0.006    0.000    0.006    0.000 {method 'ljust' of 'str' objects}
     3024    0.006    0.000    0.006    0.000 _parser.py:62(__init__)
      594    0.006    0.000    3.932    0.007 _core.py:79(unsigned_differences)
     6728    0.006    0.000    0.029    0.000 base.py:5672(_maybe_cast_with_dtype)
      594    0.006    0.000    5.395    0.009 rvi.py:26(rvi_)
    11955    0.005    0.000    0.009    0.000 {built-in method builtins.sum}
     9145    0.005    0.000    0.007    0.000 _asarray.py:298(<setcomp>)
     3564    0.005    0.000    0.484    0.000 format.py:331(_get_formatted_index)
     8454    0.005    0.000    0.016    0.000 <__array_function__ internals>:2(copyto)
     9076    0.005    0.000    0.005    0.000 {built-in method _locale.setlocale}
     1791    0.005    0.000    0.024    0.000 nanops.py:1258(_maybe_null_out)
      952    0.005    0.000    0.013    0.000 version.py:271(__init__)
     1925    0.005    0.000    0.278    0.000 indexing.py:1078(_getitem_axis)
     3583    0.005    0.000    0.005    0.000 {built-in method posix.get_terminal_size}
    15142    0.005    0.000    0.005    0.000 missing.py:136(dispatch_fill_zeros)
     3594    0.005    0.000    0.009    0.000 printing.py:73(<listcomp>)
     1265    0.005    0.000    0.183    0.000 methods.py:94(f)
    19037    0.005    0.000    0.007    0.000 _validators.py:208(validate_bool_kwarg)
    23221    0.005    0.000    0.005    0.000 {built-in method pandas._libs.tslibs.offsets.to_offset}
     6048    0.005    0.000    0.038    0.000 base.py:613(view)
     3564    0.005    0.000    0.271    0.000 generic.py:1288(__neg__)
    14341    0.005    0.000    0.005    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      618    0.005    0.000    0.010    0.000 {pandas._libs.lib.clean_index_list}
     1782    0.005    0.000    0.005    0.000 {pandas._libs.algos.take_1d_float64_float64}
    52426    0.005    0.000    0.005    0.000 {built-in method builtins.callable}
     1211    0.005    0.000    0.045    0.000 base.py:2957(get_indexer)
     3024    0.005    0.000    0.016    0.000 frame.py:3722(reindexer)
     6534    0.005    0.000    0.016    0.000 generic.py:3213(_maybe_update_cacher)
    26039    0.005    0.000    0.005    0.000 managers.py:259(items)
    10449    0.005    0.000    0.013    0.000 common.py:806(is_unsigned_integer_dtype)
     3695    0.005    0.000    0.009    0.000 base.py:554(_engine)
     6903    0.005    0.000    0.008    0.000 managers.py:703(is_view)
    47600    0.005    0.000    0.005    0.000 parallel.py:216(__enter__)
     2970    0.005    0.000    0.017    0.000 ewm.py:199(__init__)
     4158    0.005    0.000    0.599    0.000 rolling.py:222(_create_blocks)
     1220    0.005    0.000    0.005    0.000 {built-in method _operator.lt}
    14302    0.005    0.000    0.037    0.000 format.py:396(justify)
     2818    0.005    0.000    0.005    0.000 transforms.py:177(<lambda>)
     6048    0.005    0.000    0.014    0.000 fromnumeric.py:1705(ravel)
     3564    0.005    0.000    0.539    0.000 concat.py:534(_get_concat_axis)
     1188    0.005    0.000    0.015    0.000 rolling.py:1932(validate)
     3024    0.005    0.000    0.008    0.000 _parser.py:227(__init__)
    47600    0.005    0.000    0.005    0.000 _parallel_backends.py:93(batch_completed)
      594    0.005    0.000   28.631    0.048 atr.py:7(atr)
    47600    0.005    0.000    0.005    0.000 {method 'append' of 'collections.deque' objects}
     5110    0.005    0.000    0.010    0.000 warnings.py:181(_add_filter)
     3564    0.005    0.000    0.005    0.000 {built-in method _operator.inv}
     5002    0.005    0.000    0.036    0.000 series.py:750(__array__)
    15142    0.005    0.000    0.018    0.000 dispatch.py:11(should_extension_dispatch)
     1191    0.005    0.000    0.064    0.000 construction.py:143(init_ndarray)
     4753    0.005    0.000    3.529    0.001 series.py:1031(_set_with_engine)
    13673    0.005    0.000    0.007    0.000 managers.py:961(consolidate)
     3564    0.005    0.000    0.813    0.000 format.py:342(_get_formatted_values)
     4161    0.005    0.000    0.142    0.000 managers.py:584(fillna)
     3579    0.005    0.000    0.066    0.000 missing.py:255(notna)
     5110    0.005    0.000    0.015    0.000 warnings.py:165(simplefilter)
     3564    0.005    0.000    0.548    0.000 concat.py:517(_get_new_axes)
    23221    0.005    0.000    0.005    0.000 {built-in method pandas._libs.tslibs.timezones.maybe_get_tz}
    11880    0.005    0.000    0.923    0.000 series.py:863(_slice)
     3079    0.005    0.000    0.028    0.000 numerictypes.py:569(find_common_type)
    10698    0.005    0.000    0.016    0.000 base.py:626(shape)
     2970    0.005    0.000    0.022    0.000 numeric.py:75(zeros_like)
     9076    0.005    0.000    0.022    0.000 locale.py:575(getlocale)
     4160    0.005    0.000    0.038    0.000 fromnumeric.py:839(sort)
     5112    0.005    0.000    0.005    0.000 warnings.py:477(__exit__)
      594    0.004    0.000    0.287    0.000 roc.py:6(roc)
     5212    0.004    0.000    0.036    0.000 base.py:4976(_maybe_cast_indexer)
     4584    0.004    0.000    0.025    0.000 managers.py:999(iget_values)
    15017    0.004    0.000    0.044    0.000 _methods.py:53(_any)
     7139    0.004    0.000    0.027    0.000 format.py:390(__init__)
        4    0.004    0.001    0.004    0.001 {pandas._libs.writers.write_csv_rows}
    48076    0.004    0.000    0.004    0.000 _parallel_backends.py:89(compute_batch_size)
     3566    0.004    0.000    0.253    0.000 format.py:1637(_get_format_datetime64_from_values)
    47600    0.004    0.000    0.004    0.000 {method 'popleft' of 'collections.deque' objects}
    57045    0.004    0.000    0.004    0.000 {method 'extend' of 'list' objects}
    10692    0.004    0.000    0.006    0.000 base.py:1881(is_categorical)
