         178517894 function calls (177366111 primitive calls) in 57.099 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 parsers.py:1414(__init__)
      457    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       90    0.000    0.000    0.001    0.000 axis.py:1891(getter)
        2    0.000    0.000    0.118    0.059 figure.py:1688(draw)
        4    0.000    0.000    0.013    0.003 generic.py:2994(to_csv)
      192    0.000    0.000    0.000    0.000 backend_bases.py:938(set_foreground)
       66    0.000    0.000    0.000    0.000 transforms.py:361(ymax)
      103    0.000    0.000    0.000    0.000 stride_tricks.py:256(<listcomp>)
    32/16    0.000    0.000    0.001    0.000 axis.py:1895(setter)
      291    0.000    0.000    0.000    0.000 stride_tricks.py:260(<genexpr>)
       16    0.000    0.000    0.001    0.000 ticker.py:2095(set_params)
       65    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_datetimelike_array}
        1    0.000    0.000    0.000    0.000 {pandas._libs.tslibs.fields.build_field_sarray}
       99    0.000    0.000    0.000    0.000 lines.py:635(axes)
       21    0.000    0.000    0.000    0.000 parsers.py:1239(_is_potential_multi_index)
      476    0.000    0.000    0.000    0.000 _parallel_backends.py:83(stop_call)
        8    0.000    0.000    0.005    0.001 axis.py:1350(get_minorticklocs)
       14    0.000    0.000    0.000    0.000 colors.py:193(_to_rgba_no_colorcycle)
       16    0.000    0.000    0.001    0.000 ticker.py:256(<listcomp>)
        8    0.000    0.000    0.000    0.000 ticker.py:1955(scale_range)
      256    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       15    0.000    0.000    0.000    0.000 common.py:302(infer_compression)
      250    0.000    0.000    0.000    0.000 pickle.py:1448(load_empty_list)
       49    0.000    0.000    0.000    0.000 inference.py:263(is_dict_like)
      476    0.000    0.000    0.000    0.000 _parallel_backends.py:80(start_call)
      536    0.000    0.000    0.000    0.000 artist.py:888(get_agg_filter)
      105    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(column_stack)
       16    0.000    0.000    0.000    0.000 dates.py:955(_update_rrule)
        2    0.000    0.000    0.003    0.001 format.py:726(_to_str_columns)
      262    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 managers.py:865(_interleave)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1302(_get_spec)
      148    0.000    0.000    0.000    0.000 transforms.py:2162(transform_non_affine)
      240    0.000    0.000    0.000    0.000 text.py:1151(set_text)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
      116    0.000    0.000    0.000    0.000 __init__.py:2003(__iter__)
       58    0.000    0.000    0.000    0.000 transforms.py:346(xmin)
       16    0.000    0.000    0.001    0.000 dates.py:1086(viewlim_to_dt)
        8    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
        8    0.000    0.000    0.002    0.000 rrule.py:269(between)
        7    0.000    0.000    0.006    0.001 parsers.py:1750(_agg_index)
       64    0.000    0.000    0.000    0.000 transforms.py:351(ymin)
      145    0.000    0.000    0.000    0.000 axis.py:325(_set_artist_props)
       12    0.000    0.000    0.001    0.000 indexing.py:757(_getitem_lowerdim)
      260    0.000    0.000    0.000    0.000 artist.py:197(axes)
        8    0.000    0.000    0.004    0.000 indexing.py:1208(_get_listlike_indexer)
        8    0.000    0.000    0.003    0.000 dates.py:1149(tick_values)
       19    0.000    0.000    0.001    0.000 axis.py:559(_get_text2)
       66    0.000    0.000    0.000    0.000 transforms.py:376(intervalx)
      137    0.000    0.000    0.000    0.000 __init__.py:1860(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 figure.py:104(bubble)
       17    0.000    0.000    0.000    0.000 argparse.py:169(__init__)
       15    0.000    0.000    0.003    0.000 managers.py:1238(reindex_indexer)
       18    0.000    0.000    0.000    0.000 _methods.py:72(_clip_dep_is_scalar_nan)
       32    0.000    0.000    0.002    0.000 frame.py:966(iterrows)
       22    0.000    0.000    0.000    0.000 __init__.py:138(connect)
      280    0.000    0.000    0.000    0.000 {method 'astimezone' of 'datetime.datetime' objects}
      370    0.000    0.000    0.000    0.000 path.py:251(should_simplify)
       15    0.000    0.000    0.002    0.000 blocks.py:1238(take_nd)
      492    0.000    0.000    0.000    0.000 shape_base.py:20(_atleast_1d_dispatcher)
       16    0.000    0.000    0.001    0.000 scale.py:105(set_default_locators_and_formatters)
       42    0.000    0.000    0.000    0.000 __init__.py:101(_cnfmerge)
      152    0.000    0.000    0.000    0.000 dates.py:1179(get_unit_generic)
      544    0.000    0.000    0.000    0.000 transforms.py:1740(get_affine)
      220    0.000    0.000    0.000    0.000 __init__.py:886(<listcomp>)
      238    0.000    0.000    0.000    0.000 patches.py:286(get_edgecolor)
      134    0.000    0.000    0.000    0.000 backend_bases.py:994(get_hatch_path)
       14    0.000    0.000    0.004    0.000 construction.py:600(create_series_with_explicit_dtype)
       11    0.000    0.000    0.000    0.000 parse.py:366(urlparse)
       19    0.000    0.000    0.011    0.001 axis.py:2225(_get_tick)
       99    0.000    0.000    0.000    0.000 font_manager.py:746(set_family)
       28    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        4    0.000    0.000    0.000    0.000 RandomForest.py:38(<listcomp>)
      260    0.000    0.000    0.000    0.000 transforms.py:1689(<lambda>)
       13    0.000    0.000    0.000    0.000 __init__.py:632(destroy)
       58    0.000    0.000    0.000    0.000 transforms.py:356(xmax)
       57    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
       93    0.000    0.000    0.000    0.000 lines.py:1271(set_markersize)
        7    0.000    0.000    0.016    0.002 _backend_tk.py:559(_Button)
       20    0.000    0.000    0.000    0.000 transforms.py:909(intervalx)
       92    0.000    0.000    0.000    0.000 backend_bases.py:890(set_capstyle)
        7    0.000    0.000    0.007    0.001 parsers.py:858(__init__)
       10    0.000    0.000    0.002    0.000 __init__.py:3994(__init__)
        8    0.000    0.000    0.000    0.000 function_base.py:2179(_vectorize_call)
       19    0.000    0.000    0.000    0.000 _base.py:748(get_yaxis_text1_transform)
      198    0.000    0.000    0.000    0.000 font_manager.py:940(_normalize_font_family)
      476    0.000    0.000    0.000    0.000 _parallel_backends.py:86(terminate)
       69    0.000    0.000    0.000    0.000 text.py:949(set_horizontalalignment)
      246    0.000    0.000    0.000    0.000 figure.py:76(<listcomp>)
       93    0.000    0.000    0.000    0.000 lines.py:1228(set_markeredgewidth)
       38    0.000    0.000    0.000    0.000 offsetbox.py:133(_get_aligned_offsets)
      5/4    0.000    0.000    0.001    0.000 {built-in method builtins.exec}
       10    0.000    0.000    0.002    0.000 format.py:951(_format_col)
        1    0.000    0.000    0.000    0.000 figure.py:275(__init__)
       17    0.000    0.000    0.000    0.000 axis.py:1648(set_major_locator)
       12    0.000    0.000    0.015    0.001 __init__.py:2560(__init__)
       38    0.000    0.000    0.000    0.000 common.py:67(_expand_user)
       30    0.000    0.000    0.001    0.000 text.py:259(update_from)
       17    0.000    0.000    0.000    0.000 base.py:5650(default_index)
       68    0.000    0.000    0.000    0.000 text.py:240(set_rotation_mode)
        2    0.000    0.000    0.000    0.000 dates.py:242(_dt64_to_ordinalf)
       12    0.000    0.000    0.001    0.000 dates.py:401(date2num)
        1    0.000    0.000    0.001    0.001 legend.py:306(__init__)
       21    0.000    0.000    0.000    0.000 range.py:134(_simple_new)
        1    0.000    0.000    0.007    0.007 _base.py:948(cla)
       76    0.000    0.000    0.000    0.000 axis.py:301(set_label1)
        8    0.000    0.000    0.011    0.001 axis.py:1428(get_major_ticks)
      370    0.000    0.000    0.000    0.000 path.py:230(simplify_threshold)
       16    0.000    0.000    0.000    0.000 ticker.py:2087(_staircase)
      9/7    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:986(_find_and_load)
       32    0.000    0.000    0.000    0.000 rrule.py:1121(rebuild)
       10    0.000    0.000    0.002    0.000 axis.py:485(_get_gridline)
      188    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
       76    0.000    0.000    0.000    0.000 axis.py:314(set_label2)
     14/7    0.000    0.000    0.000    0.000 units.py:197(get_converter)
       34    0.000    0.000    0.000    0.000 __init__.py:1335(_bind)
       66    0.000    0.000    0.000    0.000 artist.py:1037(set_zorder)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
      112    0.000    0.000    0.000    0.000 transforms.py:2057(transform)
       93    0.000    0.000    0.000    0.000 lines.py:1038(set_antialiased)
        8    0.000    0.000    0.000    0.000 function_base.py:2110(_get_ufunc_and_otypes)
        7    0.000    0.000    0.000    0.000 parsers.py:1501(_validate_parse_dates_presence)
        9    0.000    0.000    0.000    0.000 _methods.py:87(_clip_dep_invoke_with_casting)
       19    0.000    0.000    0.000    0.000 axis.py:529(apply_tickdir)
       98    0.000    0.000    0.000    0.000 scale.py:117(get_transform)
       68    0.000    0.000    0.000    0.000 text.py:933(set_color)
       21    0.000    0.000    0.000    0.000 __init__.py:557(__setitem__)
        4    0.000    0.000    0.010    0.002 csvs.py:158(save)
       92    0.000    0.000    0.000    0.000 backend_bases.py:885(set_antialiased)
       12    0.000    0.000    0.000    0.000 __init__.py:2530(_setup)
      105    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
        4    0.000    0.000    0.009    0.002 csvs.py:313(_save)
        7    0.000    0.000    0.000    0.000 parsers.py:3382(_process_date_conversion)
       14    0.000    0.000    0.000    0.000 parsers.py:369(_validate_integer)
       37    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
      279    0.000    0.000    0.000    0.000 text.py:856(get_text)
       10    0.000    0.000    0.001    0.000 axis.py:459(_get_tick1line)
      102    0.000    0.000    0.000    0.000 transforms.py:2154(<lambda>)
        7    0.000    0.000    0.002    0.000 datetimes.py:259(_convert_listlike_datetimes)
      654    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
      138    0.000    0.000    0.000    0.000 text.py:1115(set_y)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       68    0.000    0.000    0.001    0.000 managers.py:156(from_blocks)
       96    0.000    0.000    0.000    0.000 font_manager.py:673(__eq__)
       15    0.000    0.000    0.002    0.000 axis.py:1398(_copy_tick_props)
       27    0.000    0.000    0.000    0.000 common.py:97(stringify_path)
       14    0.000    0.000    0.000    0.000 typing.py:120(_type_check)
       24    0.000    0.000    0.001    0.000 datetimes.py:2002(objects_to_datetime64ns)
    26/10    0.000    0.000    0.002    0.000 offsetbox.py:326(get_extent)
       10    0.000    0.000    0.005    0.000 axis.py:884(set_tick_params)
      350    0.000    0.000    0.000    0.000 artist.py:1052(sticky_edges)
       27    0.000    0.000    0.000    0.000 markers.py:713(_set_tickleft)
       31    0.000    0.000    0.002    0.000 lines.py:1021(get_path)
       33    0.000    0.000    0.001    0.000 font_manager.py:859(copy)
       16    0.000    0.000    0.000    0.000 ticker.py:508(__init__)
       11    0.000    0.000    0.000    0.000 common.py:152(get_filepath_or_buffer)
       19    0.000    0.000    0.000    0.000 _base.py:774(get_yaxis_text2_transform)
       19    0.000    0.000    0.000    0.000 transforms.py:986(__init__)
      232    0.000    0.000    0.000    0.000 {built-in method combine}
       34    0.000    0.000    0.038    0.001 transforms.py:1915(clear)
       33    0.000    0.000    0.000    0.000 transforms.py:773(from_bounds)
        6    0.000    0.000    0.000    0.000 _base.py:4215(get_children)
       29    0.000    0.000    0.000    0.000 axis.py:197(_set_labelrotation)
       94    0.000    0.000    0.001    0.000 _base.py:597(viewLim)
        2    0.000    0.000    0.000    0.000 managers.py:1922(<listcomp>)
        2    0.000    0.000    0.116    0.058 _base.py:2555(draw)
      2/1    0.000    0.000    0.145    0.145 backend_agg.py:384(draw)
        4    0.000    0.000    0.001    0.000 common.py:356(get_handle)
        7    0.000    0.000    0.000    0.000 parsers.py:3507(_clean_index_names)
    92/50    0.000    0.000    0.000    0.000 _base.py:648(get_xaxis_transform)
        1    0.000    0.000    0.010    0.010 _base.py:378(__init__)
        5    0.000    0.000    0.002    0.000 BaseStrategy.py:46(get_current_constituents)
        3    0.000    0.000    0.000    0.000 gettext.py:538(find)
        1    0.000    0.000    0.000    0.000 figure.py:874(set_size_inches)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.fast_unique_multiple_list_gen}
        1    0.000    0.000    0.006    0.006 utils.py:66(charge_fees)
        1    0.000    0.000    3.789    3.789 utils.py:44(plot)
       40    0.000    0.000    0.000    0.000 typing.py:762(__setattr__)
      8/5    0.000    0.000    0.000    0.000 typing.py:347(__getitem__)
       12    0.000    0.000    0.001    0.000 axis.py:841(cla)
      112    0.000    0.000    0.000    0.000 text.py:1104(set_x)
       10    0.000    0.000    0.001    0.000 axis.py:470(_get_tick2line)
      430    0.000    0.000    0.000    0.000 font_manager.py:730(get_file)
       34    0.000    0.000    0.001    0.000 stride_tricks.py:264(<listcomp>)
        1    0.000    0.000    0.148    0.148 _backend_tk.py:242(resize)
      326    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       41    0.000    0.000    0.000    0.000 transforms.py:385(intervaly)
        9    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
        8    0.000    0.000    0.000    0.000 indexing.py:1257(_validate_read_indexer)
       76    0.000    0.000    0.001    0.000 lines.py:724(_get_transformed_path)
        1    0.000    0.000    0.004    0.004 _backend_tk.py:193(__init__)
        6    0.000    0.000    0.000    0.000 strings.py:2099(__init__)
        9    0.000    0.000    0.002    0.000 sre_compile.py:759(compile)
        8    0.000    0.000    0.000    0.000 spines.py:266(_adjust_location)
       68    0.000    0.000    0.000    0.000 text.py:1227(set_usetex)
       27    0.000    0.000    0.000    0.000 markers.py:719(_set_tickright)
       10    0.000    0.000    0.001    0.000 axis.py:427(_get_text1)
        1    0.000    0.000    0.016    0.016 _backend_tk.py:575(_init_toolbar)
       93    0.000    0.000    0.000    0.000 lines.py:1213(set_markeredgecolor)
      140    0.000    0.000    0.000    0.000 backend_agg.py:256(points_to_pixels)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:969(get_data)
        4    0.000    0.000    0.004    0.001 blocks.py:1143(_interpolate_with_fill)
      133    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       22    0.000    0.000    0.000    0.000 format.py:463(_get_formatter)
       58    0.000    0.000    0.000    0.000 backend_bases.py:868(set_alpha)
       10    0.000    0.000    0.000    0.000 format.py:1317(base_formatter)
      155    0.000    0.000    0.000    0.000 inference.py:289(<genexpr>)
        3    0.000    0.000    0.000    0.000 numeric.py:2274(within_tol)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.dicts_to_array}
        7    0.000    0.000    0.007    0.001 parsers.py:1178(_make_engine)
       45    0.000    0.000    0.000    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
       28    0.000    0.000    0.000    0.000 patches.py:315(_set_edgecolor)
        1    0.000    0.000    1.191    1.191 satoshi.py:41(load_base_data)
        4    0.000    0.000    0.001    0.000 offsetbox.py:750(draw)
        4    0.000    0.000    0.000    0.000 indexers.py:210(maybe_convert_indices)
      182    0.000    0.000    0.000    0.000 artist.py:580(get_gid)
       17    0.000    0.000    0.000    0.000 argparse.py:1490(_get_optional_kwargs)
      9/7    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
        1    0.000    0.000    0.185    0.185 _backend_tk.py:882(new_figure_manager_given_figure)
        1    0.000    0.000    0.001    0.001 legend.py:727(_init_legend_box)
        4    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:849(get_code)
        2    0.000    0.000    0.000    0.000 _base.py:3104(set_xlim)
       48    0.000    0.000    0.000    0.000 offsetbox.py:301(<listcomp>)
      370    0.000    0.000    0.000    0.000 {method 'date' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1821(_parse_known_args)
        4    0.000    0.000    0.085    0.021 __init__.py:243(dispatch_to_series)
        4    0.000    0.000    0.001    0.000 generic.py:3551(_slice)
      110    0.000    0.000    0.000    0.000 transforms.py:2658(get_matrix)
      192    0.000    0.000    0.000    0.000 _base.py:586(<genexpr>)
        4    0.000    0.000    0.000    0.000 transforms.py:533(anchored)
        7    0.000    0.000    0.000    0.000 _strptime.py:238(pattern)
       24    0.000    0.000    0.000    0.000 transforms.py:394(width)
        2    0.000    0.000    0.045    0.022 legend.py:600(draw)
       44    0.000    0.000    0.000    0.000 axis.py:1562(convert_units)
      152    0.000    0.000    0.000    0.000 figure.py:463(_get_dpi)
       16    0.000    0.000    0.000    0.000 axis.py:864(reset_ticks)
       90    0.000    0.000    0.000    0.000 axis.py:819(get_transform)
       16    0.000    0.000    0.000    0.000 axis.py:1664(set_minor_locator)
      148    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
        4    0.000    0.000    0.000    0.000 spines.py:36(__init__)
      222    0.000    0.000    0.000    0.000 __init__.py:836(<listcomp>)
        2    0.000    0.000    0.003    0.002 _backend_tk.py:54(blit)
        4    0.000    0.000    0.086    0.021 __init__.py:630(f)
       28    0.000    0.000    0.000    0.000 patches.py:341(_set_facecolor)
      156    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
      116    0.000    0.000    0.000    0.000 backend_bases.py:2823(<listcomp>)
        1    0.000    0.000    0.002    0.002 format.py:849(<listcomp>)
       22    0.000    0.000    0.000    0.000 weakref.py:44(__new__)
       93    0.000    0.000    0.000    0.000 lines.py:1050(set_color)
       32    0.000    0.000    0.000    0.000 artist.py:923(set_alpha)
       10    0.000    0.000    0.001    0.000 axis.py:444(_get_text2)
       35    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
        1    0.000    0.000    0.001    0.001 _base.py:2332(autoscale_view)
        8    0.000    0.000    0.002    0.000 dates.py:1362(refresh)
       14    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       63    0.000    0.000    0.000    0.000 text.py:236(get_rotation)
        7    0.000    0.000    0.000    0.000 base.py:5519(ensure_index_from_sequences)
       12    0.000    0.000    0.000    0.000 managers.py:2015(_preprocess_slice_or_indexer)
        1    0.000    0.000    0.000    0.000 expressions.py:1(<module>)
       17    0.000    0.000    0.000    0.000 markers.py:733(_set_tickdown)
        8    0.000    0.000    0.000    0.000 pathlib.py:654(_parse_args)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1635(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:133(get_grid_positions)
        7    0.000    0.000    0.006    0.001 parsers.py:1673(_make_index)
       16    0.000    0.000    0.000    0.000 ticker.py:707(<genexpr>)
       52    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 numeric.py:2197(isclose)
        1    0.000    0.000    0.000    0.000 csvs.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:659(__init__)
        6    0.000    0.000    0.001    0.000 base.py:984(_format_native_types)
       10    0.000    0.000    0.000    0.000 _base.py:672(get_xaxis_text1_transform)
        9    0.000    0.000    0.001    0.000 sre_parse.py:937(parse)
        8    0.000    0.000    0.001    0.000 ticker.py:672(set_locs)
        8    0.000    0.000    0.000    0.000 _base.py:3087(_validate_converted_limits)
       92    0.000    0.000    0.000    0.000 backend_bases.py:963(set_linewidth)
        8    0.000    0.000    0.006    0.001 ticker.py:2205(tick_values)
       18    0.000    0.000    0.000    0.000 range.py:697(__getitem__)
       68    0.000    0.000    0.000    0.000 lines.py:518(get_fillstyle)
       34    0.000    0.000    0.000    0.000 lines.py:928(get_markeredgecolor)
        8    0.000    0.000    0.000    0.000 _methods.py:245(_ptp)
       10    0.000    0.000    0.006    0.001 axis.py:1938(_get_tick)
    26/14    0.000    0.000    0.002    0.000 offsetbox.py:534(<listcomp>)
       16    0.000    0.000    0.001    0.000 ticker.py:2020(__init__)
       42    0.000    0.000    0.000    0.000 ticker.py:564(fix_minus)
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_object_object}
       42    0.000    0.000    0.001    0.000 transforms.py:2720(get_transformed_path_and_affine)
       16    0.000    0.000    0.002    0.000 ticker.py:253(format_ticks)
  120/116    0.000    0.000    0.000    0.000 spines.py:220(_ensure_position_is_set)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:294(cache_from_source)
       76    0.000    0.000    0.000    0.000 transforms.py:2736(get_affine)
       11    0.000    0.000    0.000    0.000 common.py:49(is_url)
        4    0.000    0.000    0.000    0.000 transforms.py:957(set)
       84    0.000    0.000    0.000    0.000 text.py:25(_wrap_text)
       12    0.000    0.000    0.000    0.000 frame.py:2816(_ixs)
      116    0.000    0.000    0.000    0.000 _base.py:3878(get_navigate)
       10    0.000    0.000    0.001    0.000 format.py:1435(_format_strings)
        7    0.000    0.000    0.002    0.000 generic.py:4465(_reindex_axes)
      4/2    0.000    0.000    0.116    0.058 image.py:119(_draw_list_compositing_images)
       16    0.000    0.000    0.000    0.000 ast.py:51(literal_eval)
        6    0.000    0.000    0.001    0.000 strings.py:203(_map_object)
       58    0.000    0.000    0.000    0.000 artist.py:594(get_snap)
       17    0.000    0.000    0.000    0.000 axis.py:1620(set_major_formatter)
       93    0.000    0.000    0.000    0.000 lines.py:547(set_markevery)
       14    0.000    0.000    0.000    0.000 cast.py:88(maybe_convert_platform)
        3    0.000    0.000    0.000    0.000 {built-in method pandas._libs.algos.unique_deltas}
        1    0.000    0.000    0.164    0.164 __init__.py:2250(__init__)
        3    0.000    0.000    0.000    0.000 construction.py:360(extract_index)
        1    0.000    0.000    0.001    0.001 utils.py:9(get_args)
        6    0.000    0.000    0.000    0.000 gettext.py:212(_expand_lang)
        9    0.000    0.000    0.000    0.000 _methods.py:106(_clip)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
       14    0.000    0.000    0.000    0.000 range.py:153(_data)
        8    0.000    0.000    0.006    0.001 ticker.py:2201(__call__)
       66    0.000    0.000    0.000    0.000 frame.py:568(axes)
       16    0.000    0.000    0.000    0.000 shape_base.py:286(hstack)
        2    0.000    0.000    0.001    0.001 backend_agg.py:398(get_renderer)
        5    0.000    0.000   40.009    8.002 RandomForest.py:31(get_buy_signals)
        6    0.000    0.000    0.000    0.000 strings.py:2179(_wrap_result)
        7    0.000    0.000    0.000    0.000 parsers.py:1961(_do_date_conversions)
        4    0.000    0.000    0.000    0.000 legend.py:1041(_get_anchored_bbox)
      192    0.000    0.000    0.000    0.000 _base.py:588(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:2282(_loadtk)
        2    0.000    0.000    0.000    0.000 _base.py:3498(set_ylim)
      2/1    0.000    0.000    0.147    0.147 backend_tkagg.py:8(draw)
      107    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
       17    0.000    0.000    0.000    0.000 markers.py:727(_set_tickup)
        2    0.000    0.000    0.005    0.002 axis.py:2011(_update_label_position)
        4    0.000    0.000    0.001    0.000 managers.py:757(get_slice)
       10    0.000    0.000    0.000    0.000 axis.py:413(apply_tickdir)
        1    0.000    0.000    0.000    0.000 construction.py:643(<listcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:2407(<listcomp>)
        4    0.000    0.000   11.761    2.940 RandomForest.py:36(get_sell_signals)
       72    0.000    0.000    0.000    0.000 dates.py:986(_attach_tzinfo)
       22    0.000    0.000    0.000    0.000 parse.py:110(_coerce_args)
        6    0.000    0.000    0.000    0.000 strings.py:2110(_validate)
        8    0.000    0.000    0.002    0.000 base.py:954(to_native_types)
        5    0.000    0.000    0.000    0.000 nanfunctions.py:183(_divide_by_count)
      8/7    0.000    0.000    0.000    0.000 transforms.py:1709(__eq__)
       31    0.000    0.000    0.000    0.000 series.py:1495(items)
        3    0.000    0.000    0.000    0.000 argparse.py:1267(__init__)
        4    0.000    0.000    0.000    0.000 legend.py:583(_findoffset)
       18    0.000    0.000    0.000    0.000 axis.py:1844(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:1578(is_monotonic_increasing)
       84    0.000    0.000    0.000    0.000 range.py:687(__len__)
        2    0.000    0.000    0.000    0.000 patches.py:651(_update)
       13    0.000    0.000    0.003    0.000 _backend_tk.py:233(filter_destroy)
       10    0.000    0.000    0.000    0.000 format.py:1379(<listcomp>)
       17    0.000    0.000    0.000    0.000 argparse.py:1410(_add_action)
        9    0.000    0.000    0.000    0.000 patches.py:402(set_linestyle)
        2    0.000    0.000    0.001    0.000 axis.py:744(__init__)
        7    0.000    0.000    0.000    0.000 parsers.py:1701(_get_simple_index)
        1    0.000    0.000    0.006    0.006 format.py:817(write_result)
       13    0.000    0.000    0.000    0.000 patches.py:458(set_capstyle)
        4    0.000    0.000    0.000    0.000 _base.py:859(_set_position)
      134    0.000    0.000    0.000    0.000 backend_bases.py:807(get_clip_path)
       26    0.000    0.000    0.000    0.000 indexing.py:1419(_validate_integer)
       10    0.000    0.000    0.000    0.000 format.py:1780(_cond)
        6    0.000    0.000    0.004    0.001 axis.py:1456(grid)
        8    0.000    0.000    0.000    0.000 __init__.py:455(_get_data_path)
        8    0.000    0.000    0.000    0.000 relativedelta.py:457(__neg__)
      182    0.000    0.000    0.000    0.000 backend_bases.py:155(open_group)
        5    0.000    0.000    0.001    0.000 strings.py:313(str_contains)
       16    0.000    0.000    0.000    0.000 axis.py:1634(set_minor_formatter)
       10    0.000    0.000    0.000    0.000 _base.py:698(get_xaxis_text2_transform)
        8    0.000    0.000    0.000    0.000 dates.py:1027(<listcomp>)
        8    0.000    0.000    0.000    0.000 pathlib.py:1035(__new__)
        2    0.000    0.000    0.005    0.003 axis.py:2303(_update_label_position)
        7    0.000    0.000    0.000    0.000 base.py:743(to_numpy)
       40    0.000    0.000    0.000    0.000 transforms.py:278(__array__)
       24    0.000    0.000    0.000    0.000 indexing.py:1334(_validate_key)
      4/2    0.000    0.000    0.120    0.060 backend_bases.py:2791(_wait_cursor_for_draw_cm)
       16    0.000    0.000    0.001    0.000 ticker.py:2817(__init__)
       16    0.000    0.000    0.000    0.000 scale.py:718(scale_factory)
       42    0.000    0.000    0.000    0.000 parsers.py:1263(<genexpr>)
       48    0.000    0.000    0.000    0.000 offsetbox.py:299(get_visible_children)
      134    0.000    0.000    0.000    0.000 backend_bases.py:817(get_dashes)
        6    0.000    0.000    0.000    0.000 accessor.py:183(__get__)
      138    0.000    0.000    0.000    0.000 artist.py:688(get_path_effects)
        1    0.000    0.000    0.000    0.000 base.py:5797(_try_convert_to_int_array)
        8    0.000    0.000    0.000    0.000 {method 'timetuple' of 'datetime.datetime' objects}
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:881(_find_spec_legacy)
        4    0.000    0.000    0.000    0.000 path.py:526(get_extents)
      217    0.000    0.000    0.000    0.000 {method 'weekday' of 'datetime.date' objects}
       34    0.000    0.000    0.000    0.000 transforms.py:2709(get_transformed_points_and_affine)
        1    0.000    0.000    0.011    0.011 __init__.py:2308(destroy)
       60    0.000    0.000    0.002    0.000 re.py:250(compile)
       33    0.000    0.000    0.000    0.000 axis.py:653(locator)
        5    0.000    0.000    0.000    0.000 typing.py:219(_remove_dups_flatten)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
        4    0.000    0.000    0.000    0.000 transforms.py:664(padded)
        8    0.000    0.000    0.000    0.000 transforms.py:703(<listcomp>)
       16    0.000    0.000    0.001    0.000 axis.py:825(_set_scale)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
     14/9    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        1    0.000    0.000    0.185    0.185 pyplot.py:427(figure)
       96    0.000    0.000    0.000    0.000 {method 'total_seconds' of 'datetime.timedelta' objects}
